"Id","Imp_Innov","Imp_ConstCom","Imp_CreatCom","Imp_TimelyInf","Imp_SaveMT","Imp_SaveML","Imp_TaskMgm","Imp_DeviceSt","Imp_Photo","Imp_Wellness","Imp_Athlete","Imp_Style","WTP","iPhone","CompBuy","FB_Insta","Twit","Snap","YouTube","Pod_radio","TV","NewsP","AmznP","Age","Degree","Income","Occupation","Gender"
738,3,4,3,4,3,3,3,3,3,2,2,4,170,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",40,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Female"
739,5,5,5,5,3,2,3,2,2,3,2,4,270,"other smartphone","No","Yes","No","No","Yes","No","Yes","Yes","No",40,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Female"
740,5,5,3,5,3,1,3,2,3,3,2,4,130,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",40,"Undergraduate degree","< $40k","Construction/transportation/manufacturing/logistics","Male"
741,2,4,1,5,1,4,5,7,3,4,2,3,340,"other smartphone","Yes","No","Yes","No","No","Yes","Yes","No","No",41,"Master’s degree or higher","> $175k","Technology","Male"
742,3,2,3,2,3,3,3,4,5,2,2,3,240,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",39,"Master’s degree or higher","$71k – $100k","Financial services","Male"
743,4,4,6,4,1,4,3,3,3,3,3,4,260,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",40,"Master’s degree or higher","$71k – $100k","Engineering","Male"
744,5,4,5,4,5,3,3,2,6,4,4,3,160,"other smartphone","No","No","No","No","No","No","Yes","No","No",33,"Undergraduate degree","$101k - $175k","Education","Female"
745,3,4,3,4,5,4,3,4,1,5,4,5,220,"iPhone","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",40,"Master’s degree or higher","$40k - $70k","Financial services","Male"
746,6,5,5,4,7,4,5,4,2,5,5,5,260,"other smartphone","No","Yes","No","Yes","No","No","Yes","No","No",25,"Undergraduate degree","$71k – $100k","Technology","Male"
747,6,5,7,5,5,6,5,4,3,5,6,6,190,"iPhone","No","Yes","No","No","No","No","Yes","No","Yes",25,"Undergraduate degree","> $175k","Retailing/services/restaurant","Male"
748,6,5,5,5,6,3,3,2,2,5,4,4,260,"other smartphone","No","Yes","No","No","Yes","No","Yes","Yes","No",34,"Undergraduate degree","$101k - $175k","Technology","Male"
749,3,5,3,4,6,3,3,4,1,4,3,5,190,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",40,"Undergraduate degree","$40k - $70k","Construction/transportation/manufacturing/logistics","Male"
750,4,5,4,5,5,4,5,4,3,6,5,4,150,"iPhone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",27,"Undergraduate degree","$40k - $70k","Education","Male"
751,4,3,6,1,2,3,4,1,4,4,3,3,200,"other smartphone","No","No","No","No","No","No","Yes","No","No",33,"Undergraduate degree","$71k – $100k","Technology","Female"
752,2,3,3,3,7,3,3,3,4,2,3,4,170,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",41,"Undergraduate degree","$71k – $100k","Education","Male"
753,7,6,6,4,5,5,5,4,3,7,6,7,240,"iPhone","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",25,"Undergraduate degree","> $175k","Small-medium business/self-employed","Female"
754,5,5,3,5,7,4,5,3,3,6,5,6,230,"iPhone","No","Yes","No","Yes","No","Yes","Yes","No","Yes",33,"Undergraduate degree","$101k - $175k","Health services","Female"
755,5,5,3,5,4,2,3,2,2,3,2,4,230,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","No","No",43,"Master’s degree or higher","$71k – $100k","Engineering","Male"
756,4,5,4,4,1,5,4,4,3,6,6,6,250,"iPhone","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",33,"Master’s degree or higher","> $175k","Small-medium business/self-employed","Female"
757,4,5,2,5,1,4,5,6,2,4,3,3,310,"iPhone","Yes","No","Yes","No","Yes","No","Yes","Yes","No",35,"Master’s degree or higher","$71k – $100k","Technology","Male"
758,3,2,3,1,2,2,3,2,6,2,3,3,140,"iPhone","No","No","No","No","No","No","Yes","No","No",41,"Undergraduate degree","$71k – $100k","Education","Male"
759,5,5,4,6,5,7,3,5,3,5,7,4,230,"iPhone","No","Yes","Yes","Yes","Yes","No","No","Yes","No",25,"Undergraduate degree","$40k - $70k","Education","Female"
760,4,3,5,3,4,4,3,3,4,4,4,4,150,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","No","No",45,"Master’s degree or higher","$71k – $100k","Financial services","Female"
761,4,6,6,5,4,6,5,4,3,7,5,5,240,"iPhone","No","Yes","No","No","No","No","Yes","No","Yes",31,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Female"
762,5,1,7,2,7,5,5,2,4,5,4,4,220,"iPhone","No","Yes","No","Yes","No","Yes","Yes","No","Yes",33,"Undergraduate degree","$101k - $175k","Engineering","Male"
763,3,6,4,3,4,3,3,2,4,3,3,3,210,"iPhone","No","No","Yes","No","No","Yes","Yes","Yes","Yes",37,"Undergraduate degree","$40k - $70k","Education","Male"
764,3,1,3,1,3,2,2,3,6,2,3,3,190,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",33,"Undergraduate degree","$40k - $70k","Education","Female"
765,3,4,4,4,3,3,3,3,4,2,2,4,220,"iPhone","No","Yes","Yes","No","No","No","Yes","No","No",41,"Master’s degree or higher","$40k - $70k","Construction/transportation/manufacturing/logistics","Male"
766,4,3,5,4,4,4,3,4,4,4,4,4,210,"other smartphone","No","No","Yes","No","No","Yes","Yes","Yes","No",37,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
767,4,6,7,5,5,4,5,1,3,5,5,4,220,"iPhone","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",31,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
768,4,2,4,6,4,7,2,7,3,5,6,4,170,"other smartphone","No","Yes","Yes","Yes","Yes","No","No","Yes","No",25,"Undergraduate degree","$40k - $70k","Construction/transportation/manufacturing/logistics","Female"
769,3,6,5,4,4,6,3,7,3,5,6,4,200,"iPhone","No","Yes","No","Yes","Yes","No","No","No","No",24,"Undergraduate degree","$101k - $175k","Construction/transportation/manufacturing/logistics","Female"
770,4,5,5,6,4,3,3,4,4,3,3,3,170,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","No",34,"Undergraduate degree","$40k - $70k","Retailing/services/restaurant","Male"
771,4,5,6,7,4,6,4,6,2,5,6,4,240,"other smartphone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",24,"Undergraduate degree","> $175k","Construction/transportation/manufacturing/logistics","Female"
772,4,5,7,2,5,4,4,1,4,4,3,3,210,"other smartphone","No","No","No","No","No","No","Yes","No","No",33,"Undergraduate degree","$71k – $100k","Technology","Female"
773,5,3,6,5,4,5,3,3,3,5,6,4,160,"other smartphone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",25,"Undergraduate degree","> $175k","Engineering","Female"
774,6,7,4,5,3,4,5,4,3,6,4,7,230,"iPhone","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",34,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
775,3,3,3,4,3,2,3,3,4,2,1,4,180,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",42,"Undergraduate degree","$101k - $175k","Education","Female"
776,5,2,4,1,4,2,3,2,3,4,3,3,230,"iPhone","No","No","No","No","No","No","Yes","No","No",34,"Undergraduate degree","$71k – $100k","Advertising/public relations","Male"
777,4,6,4,3,3,3,3,3,1,3,3,4,250,"other smartphone","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",40,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
778,4,3,4,3,5,7,3,5,2,5,7,4,240,"iPhone","No","Yes","No","No","Yes","No","No","No","Yes",25,"Undergraduate degree","$101k - $175k","Engineering","Male"
779,2,5,5,5,3,6,4,4,3,7,4,6,280,"iPhone","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",37,"Master’s degree or higher","$101k - $175k","Small-medium business/self-employed","Male"
780,3,4,2,4,2,4,5,4,1,5,4,4,220,"other smartphone","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes",41,"Master’s degree or higher","$101k - $175k","Retailing/services/restaurant","Female"
781,6,6,3,5,3,5,5,4,3,6,4,7,280,"iPhone","No","Yes","No","No","Yes","Yes","No","Yes","Yes",27,"Undergraduate degree","> $175k","Small-medium business/self-employed","Female"
782,3,4,2,4,2,3,3,5,1,1,1,3,210,"other smartphone","No","No","Yes","No","Yes","Yes","No","Yes","No",40,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
783,5,4,7,3,5,4,5,3,5,5,5,5,270,"other smartphone","No","No","No","Yes","No","No","Yes","No","Yes",28,"Undergraduate degree","$71k – $100k","Advertising/public relations","Male"
784,4,6,6,1,4,4,5,4,3,7,6,6,250,"iPhone","No","Yes","No","No","No","Yes","Yes","Yes","Yes",25,"Undergraduate degree","> $175k","Other/family caretaker","Male"
785,5,6,4,3,3,2,3,4,3,5,4,5,220,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",32,"Undergraduate degree","$71k – $100k","Technology","Male"
786,3,3,3,6,3,4,2,1,1,2,2,4,170,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",39,"Undergraduate degree","$101k - $175k","Retailing/services/restaurant","Female"
787,2,5,2,7,2,3,3,5,1,3,2,4,320,"other smartphone","Yes","No","Yes","No","No","No","Yes","No","Yes",39,"Undergraduate degree","> $175k","Retailing/services/restaurant","Female"
788,5,4,7,2,5,4,5,2,3,5,5,5,210,"other smartphone","No","Yes","No","Yes","Yes","No","Yes","Yes","No",32,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Male"
789,3,4,5,4,4,6,3,6,4,5,7,6,160,"iPhone","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes",25,"Undergraduate degree","> $175k","Engineering","Female"
790,2,5,5,4,3,3,3,4,3,4,3,4,260,"other smartphone","No","No","No","No","No","No","Yes","No","No",46,"Master’s degree or higher","$71k – $100k","Health services","Female"
791,3,5,4,2,3,6,5,6,3,5,6,4,200,"other smartphone","No","No","Yes","Yes","Yes","No","No","Yes","Yes",30,"Undergraduate degree","> $175k","Engineering","Female"
792,4,5,5,7,4,7,4,5,3,4,4,5,230,"iPhone","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",32,"Undergraduate degree","> $175k","Other/family caretaker","Female"
793,4,5,5,5,3,2,4,4,3,7,6,6,230,"iPhone","No","Yes","No","No","No","No","Yes","No","Yes",35,"Undergraduate degree","$71k – $100k","Other/family caretaker","Male"
794,2,3,5,4,3,2,2,4,5,7,3,5,130,"iPhone","No","No","No","No","No","No","Yes","No","No",33,"Undergraduate degree","$71k – $100k","Education","Male"
795,6,6,7,7,5,1,3,1,2,5,3,4,210,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",33,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
796,3,5,3,5,3,4,2,4,4,5,3,5,220,"other smartphone","No","Yes","Yes","No","No","No","Yes","No","No",42,"Undergraduate degree","$71k – $100k","Engineering","Male"
797,6,4,6,4,4,6,5,1,3,5,5,5,190,"iPhone","No","No","No","Yes","No","No","Yes","No","Yes",33,"Master’s degree or higher","$71k – $100k","Engineering","Female"
798,4,5,4,2,3,7,5,4,5,6,6,4,210,"other smartphone","No","Yes","Yes","Yes","Yes","No","No","No","Yes",29,"Undergraduate degree","> $175k","Engineering","Male"
799,3,5,5,2,3,7,5,6,4,5,6,6,250,"other smartphone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",29,"Undergraduate degree","> $175k","Engineering","Male"
800,1,2,4,2,3,3,3,3,4,2,3,3,150,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No",45,"Undergraduate degree","$101k - $175k","Sales","Female"
801,4,6,2,5,2,4,5,6,2,4,3,4,310,"iPhone","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes",37,"Master’s degree or higher","$101k - $175k","Small-medium business/self-employed","Male"
802,3,4,5,4,4,3,4,2,3,3,3,4,240,"iPhone","No","Yes","No","Yes","Yes","No","Yes","Yes","No",34,"Undergraduate degree","$71k – $100k","Technology","Male"
803,3,5,5,5,3,6,5,3,2,6,5,4,160,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes",24,"Undergraduate degree","$40k - $70k","Engineering","Female"
804,2,6,3,5,2,4,5,4,1,5,2,4,160,"other smartphone","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes",44,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Female"
805,3,4,5,4,3,6,5,6,4,5,6,4,220,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",29,"Undergraduate degree","> $175k","Engineering","Female"
806,3,5,4,6,3,3,3,4,4,2,2,3,210,"other smartphone","No","Yes","Yes","No","No","No","Yes","No","Yes",44,"Undergraduate degree","$71k – $100k","Sales","Male"
807,4,4,5,3,4,4,3,4,5,3,3,3,250,"iPhone","No","No","No","No","No","No","Yes","No","Yes",35,"Undergraduate degree","$71k – $100k","Advertising/public relations","Male"
808,2,2,4,1,3,3,2,3,5,2,3,3,200,"other smartphone","No","No","No","No","No","No","Yes","No","No",39,"Undergraduate degree","$71k – $100k","Education","Female"
809,4,6,6,5,4,6,5,4,3,7,6,6,250,"iPhone","No","Yes","No","No","No","Yes","Yes","Yes","Yes",34,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Female"
810,3,5,3,4,2,4,3,4,1,6,4,4,340,"iPhone","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes",39,"Master’s degree or higher","> $175k","Small-medium business/self-employed","Male"
811,2,3,2,4,2,4,3,4,1,4,4,4,330,"iPhone","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No",38,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Male"
812,6,6,5,5,4,3,3,2,2,4,4,4,220,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No",43,"Master’s degree or higher","$101k - $175k","Health services","Female"
813,5,5,4,4,3,4,3,4,5,3,4,3,150,"other smartphone","No","No","No","No","No","No","Yes","No","No",41,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
814,4,4,4,3,3,4,3,4,5,6,6,4,180,"other smartphone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",30,"Undergraduate degree","$40k - $70k","Engineering","Female"
815,4,4,5,4,4,4,3,4,3,4,3,4,140,"other smartphone","No","Yes","Yes","No","No","No","Yes","No","No",44,"Undergraduate degree","$40k - $70k","Small-medium business/self-employed","Female"
816,4,5,3,5,2,4,5,5,2,5,4,2,230,"other smartphone","Yes","No","Yes","No","No","No","Yes","No","No",38,"Master’s degree or higher","$71k – $100k","Small-medium business/self-employed","Male"
817,3,5,6,4,4,6,4,6,5,5,6,4,160,"iPhone","No","Yes","Yes","Yes","Yes","No","No","No","Yes",26,"Undergraduate degree","> $175k","Engineering","Male"
818,4,5,4,4,3,4,5,4,3,6,4,5,290,"iPhone","No","Yes","No","No","Yes","Yes","No","Yes","Yes",32,"Master’s degree or higher","> $175k","Other/family caretaker","Male"
819,3,5,3,4,3,3,3,3,3,4,3,5,150,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",40,"Undergraduate degree","$40k - $70k","Education","Male"
820,4,7,4,4,5,7,3,5,4,5,7,4,240,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",28,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Male"
821,4,5,3,5,2,4,4,4,6,2,2,4,140,"other smartphone","No","No","No","No","No","Yes","Yes","No","No",40,"Undergraduate degree","$101k - $175k","Education","Female"
822,3,3,4,4,3,2,3,1,6,3,2,3,200,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",35,"Undergraduate degree","$71k – $100k","Advertising/public relations","Female"
823,1,6,5,4,3,6,7,4,3,7,5,6,250,"iPhone","No","Yes","No","No","No","No","Yes","No","Yes",31,"Master’s degree or higher","> $175k","Other/family caretaker","Male"
824,3,1,6,2,5,3,3,1,3,4,3,3,180,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","No",33,"Undergraduate degree","$40k - $70k","Education","Male"
825,3,7,3,3,3,4,3,3,5,6,3,4,250,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","No","No",46,"Master’s degree or higher","$71k – $100k","Health services","Female"
826,3,5,6,4,4,4,4,3,6,2,3,3,140,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",41,"Undergraduate degree","$101k - $175k","Construction/transportation/manufacturing/logistics","Male"
827,4,1,5,1,4,3,4,2,1,4,3,3,220,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",38,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Female"
828,5,4,1,7,1,4,5,7,3,4,2,2,160,"iPhone","No","No","Yes","No","Yes","Yes","Yes","No","No",45,"Undergraduate degree","> $175k","Small-medium business/self-employed","Male"
829,4,5,6,3,4,6,3,5,4,5,7,6,150,"iPhone","No","Yes","Yes","No","Yes","No","No","No","Yes",26,"Undergraduate degree","> $175k","Small-medium business/self-employed","Female"
830,5,5,7,5,5,7,5,4,4,7,6,7,230,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",25,"Master’s degree or higher","$101k - $175k","Other/family caretaker","Female"
831,4,4,3,4,3,4,3,4,6,6,4,5,220,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",35,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Male"
832,4,2,2,6,2,4,5,6,4,4,3,2,200,"other smartphone","No","No","Yes","No","Yes","Yes","No","Yes","No",30,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Female"
833,6,5,7,3,6,5,5,3,6,6,4,5,210,"iPhone","No","No","No","Yes","No","No","Yes","No","No",25,"Undergraduate degree","$101k - $175k","Advertising/public relations","Male"
834,4,1,5,5,4,5,2,4,3,5,6,4,210,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",29,"Undergraduate degree","> $175k","Other/family caretaker","Female"
835,2,4,1,5,1,4,3,6,2,2,1,4,210,"other smartphone","No","No","Yes","No","Yes","Yes","No","Yes","No",41,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
836,4,5,4,5,3,3,4,4,5,6,3,6,230,"iPhone","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",41,"Master’s degree or higher","$71k – $100k","Health services","Male"
837,4,5,7,5,5,7,5,4,3,7,6,6,270,"iPhone","No","Yes","No","No","No","No","Yes","No","Yes",30,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Female"
838,4,6,3,5,2,3,3,4,6,5,3,6,170,"iPhone","No","No","Yes","No","No","Yes","Yes","Yes","Yes",41,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Female"
839,4,6,2,5,2,4,3,3,6,4,2,5,290,"iPhone","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",40,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Female"
840,3,6,3,4,2,4,3,4,5,6,3,4,250,"other smartphone","No","Yes","No","No","Yes","No","Yes","Yes","No",37,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
841,6,7,2,7,2,4,5,6,3,5,3,2,380,"iPhone","No","No","Yes","No","No","No","Yes","No","Yes",44,"Undergraduate degree","> $175k","Small-medium business/self-employed","Male"
842,4,6,4,5,3,3,4,3,3,5,4,6,240,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",37,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
843,3,5,4,5,5,7,3,5,6,5,7,4,210,"iPhone","No","Yes","No","No","Yes","No","No","Yes","Yes",25,"Undergraduate degree","> $175k","Other/family caretaker","Female"
844,5,6,5,5,4,6,5,4,3,4,4,6,280,"iPhone","No","Yes","No","No","No","No","Yes","No","Yes",29,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Male"
845,4,4,5,5,4,6,2,6,5,5,6,6,200,"other smartphone","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes",27,"Undergraduate degree","$40k - $70k","Technology","Female"
846,4,3,5,3,4,6,2,6,3,5,7,6,140,"iPhone","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes",25,"Undergraduate degree","< $40k","Technology","Female"
847,4,4,3,4,3,2,3,2,1,3,2,4,110,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",44,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Male"
848,4,6,4,4,3,4,3,5,1,7,4,4,190,"iPhone","No","No","Yes","No","Yes","Yes","No","Yes","No",38,"Undergraduate degree","> $175k","Small-medium business/self-employed","Male"
849,3,4,3,4,3,3,3,4,5,2,2,4,300,"iPhone","No","No","No","No","No","No","Yes","No","No",40,"Master’s degree or higher","$71k – $100k","Small-medium business/self-employed","Female"
850,6,5,6,5,4,5,5,4,3,7,6,6,250,"iPhone","No","Yes","No","No","Yes","Yes","No","Yes","Yes",25,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Female"
851,2,5,1,7,1,4,3,7,2,1,1,1,210,"other smartphone","No","No","Yes","No","No","No","Yes","No","Yes",42,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
852,5,4,5,1,4,2,3,1,3,4,3,3,210,"other smartphone","No","Yes","Yes","Yes","No","Yes","Yes","No","No",42,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Male"
853,4,3,4,4,4,6,2,4,2,5,7,4,180,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",26,"Undergraduate degree","$40k - $70k","Technology","Female"
854,5,2,2,6,2,1,3,2,2,2,1,4,210,"other smartphone","No","No","No","No","No","No","Yes","No","Yes",39,"Master’s degree or higher","$71k – $100k","Small-medium business/self-employed","Male"
855,5,6,4,4,3,4,5,4,3,7,6,6,350,"iPhone","No","Yes","No","No","No","No","Yes","No","Yes",36,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Male"
856,4,7,3,2,3,2,3,1,2,3,3,4,200,"iPhone","No","No","No","No","No","No","Yes","No","No",42,"Master’s degree or higher","$71k – $100k","Financial services","Male"
857,4,7,4,5,3,4,4,5,1,7,4,4,200,"iPhone","No","No","Yes","No","No","No","Yes","No","No",40,"Undergraduate degree","> $175k","Small-medium business/self-employed","Male"
858,2,4,4,1,3,3,3,2,4,2,4,3,150,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",34,"Undergraduate degree","$71k – $100k","Education","Male"
859,5,4,2,6,2,3,5,5,2,1,1,4,240,"other smartphone","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes",41,"Undergraduate degree","> $175k","Small-medium business/self-employed","Female"
860,5,5,6,4,4,4,5,4,6,4,5,4,210,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",24,"Undergraduate degree","$40k - $70k","Construction/transportation/manufacturing/logistics","Male"
861,4,2,7,4,5,4,4,3,3,3,4,4,160,"other smartphone","No","No","No","No","No","No","Yes","No","No",33,"Undergraduate degree","$71k – $100k","Retailing/services/restaurant","Male"
862,2,7,4,4,3,5,3,6,3,3,3,4,160,"other smartphone","Yes","No","Yes","No","No","No","Yes","No","No",41,"Master’s degree or higher","> $175k","Small-medium business/self-employed","Female"
863,5,6,6,5,4,4,5,4,6,4,4,5,180,"other smartphone","No","No","No","Yes","No","No","Yes","No","No",24,"Undergraduate degree","$40k - $70k","Construction/transportation/manufacturing/logistics","Female"
864,1,5,3,1,3,3,3,3,5,2,3,1,220,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",39,"Undergraduate degree","$101k - $175k","Education","Male"
865,5,1,4,3,4,2,3,1,3,4,4,3,260,"iPhone","No","No","No","No","No","No","Yes","No","No",35,"Master’s degree or higher","$101k - $175k","Financial services","Female"
866,4,7,4,5,3,5,4,4,3,6,5,7,220,"iPhone","No","Yes","No","No","Yes","Yes","No","Yes","Yes",27,"Master’s degree or higher","> $175k","Other/family caretaker","Female"
867,3,6,3,3,3,3,3,4,3,2,3,3,270,"other smartphone","No","Yes","Yes","No","No","Yes","Yes","No","No",43,"Master’s degree or higher","$101k - $175k","Financial services","Male"
868,4,7,2,6,2,4,5,6,2,5,3,4,180,"other smartphone","No","No","Yes","No","No","No","Yes","No","Yes",39,"Undergraduate degree","$101k - $175k","Small-medium business/self-employed","Male"
869,4,5,6,5,4,6,3,5,3,5,6,4,190,"iPhone","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes",29,"Undergraduate degree","> $175k","Technology","Female"
870,5,3,6,2,5,4,5,3,5,5,5,5,200,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",24,"Undergraduate degree","$40k - $70k","Small-medium business/self-employed","Female"
871,3,5,4,5,3,5,5,7,3,5,6,4,170,"other smartphone","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes",28,"Undergraduate degree","> $175k","Technology","Female"
872,3,4,5,4,3,6,5,7,4,5,6,4,200,"iPhone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",30,"Undergraduate degree","$40k - $70k","Technology","Female"
873,4,4,4,4,3,6,2,6,2,6,6,4,130,"iPhone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",27,"Undergraduate degree","> $175k","Technology","Female"
874,4,4,5,4,3,6,3,6,3,5,6,6,140,"iPhone","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes",29,"Master’s degree or higher","> $175k","Technology","Female"
875,4,4,6,3,4,5,3,3,2,5,6,4,150,"other smartphone","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes",28,"Undergraduate degree","> $175k","Technology","Female"
876,4,6,6,5,4,6,5,4,3,5,4,6,200,"iPhone","No","Yes","No","No","No","No","Yes","No","Yes",35,"Master’s degree or higher","$101k - $175k","Other/family caretaker","Male"
877,4,3,5,1,4,3,4,1,5,4,3,3,180,"iPhone","No","Yes","No","No","Yes","No","Yes","Yes","Yes",33,"Undergraduate degree","$101k - $175k","Advertising/public relations","Male"
878,6,4,2,3,2,2,3,4,5,5,4,3,230,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",42,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Female"
879,3,4,4,5,4,3,3,3,3,3,2,4,100,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",41,"Undergraduate degree","$71k – $100k","Construction/transportation/manufacturing/logistics","Male"
880,3,3,5,3,4,4,4,3,3,2,3,3,180,"other smartphone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","No",38,"Undergraduate degree","$71k – $100k","Education","Male"
881,5,6,7,4,5,7,5,4,4,7,6,7,250,"iPhone","No","Yes","No","No","No","No","Yes","No","Yes",25,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Female"
882,5,5,3,5,3,2,3,4,3,4,3,3,220,"iPhone","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",40,"Undergraduate degree","$71k – $100k","Sales","Male"
883,4,4,2,4,2,4,4,5,2,4,3,2,220,"iPhone","No","No","Yes","No","No","Yes","Yes","No","Yes",37,"Undergraduate degree","$71k – $100k","Small-medium business/self-employed","Male"
884,4,4,7,4,5,3,3,3,3,3,3,4,190,"iPhone","No","No","No","No","No","No","Yes","No","No",38,"Master’s degree or higher","$71k – $100k","Other/family caretaker","Female"
